REF_DATE,GEO,UOM,VALUE,Province,Fuel Type
2024-07,"Yellowknife, Northwest Territories",Cents per litre,179.8,Northwest Territories,Diesel
2014-03,"St. John's, Newfoundland and Labrador",Cents per litre,134.8,Newfoundland and Labrador,Regular
2014-04,"St. John's, Newfoundland and Labrador",Cents per litre,136.4,Newfoundland and Labrador,Regular
2014-05,"St. John's, Newfoundland and Labrador",Cents per litre,138.3,Newfoundland and Labrador,Regular
2014-06,"St. John's, Newfoundland and Labrador",Cents per litre,138.4,Newfoundland and Labrador,Regular
2014-07,"St. John's, Newfoundland and Labrador",Cents per litre,135.9,Newfoundland and Labrador,Regular
2014-08,"St. John's, Newfoundland and Labrador",Cents per litre,132.5,Newfoundland and Labrador,Regular
2014-09,"St. John's, Newfoundland and Labrador",Cents per litre,133.1,Newfoundland and Labrador,Regular
2014-10,"St. John's, Newfoundland and Labrador",Cents per litre,128.7,Newfoundland and Labrador,Regular
2014-11,"St. John's, Newfoundland and Labrador",Cents per litre,117.8,Newfoundland and Labrador,Regular
2014-12,"St. John's, Newfoundland and Labrador",Cents per litre,105.5,Newfoundland and Labrador,Regular
2015-01,"St. John's, Newfoundland and Labrador",Cents per litre,95.8,Newfoundland and Labrador,Regular
2015-02,"St. John's, Newfoundland and Labrador",Cents per litre,106.8,Newfoundland and Labrador,Regular
2015-03,"St. John's, Newfoundland and Labrador",Cents per litre,113.3,Newfoundland and Labrador,Regular
2015-04,"St. John's, Newfoundland and Labrador",Cents per litre,109.1,Newfoundland and Labrador,Regular
2015-05,"St. John's, Newfoundland and Labrador",Cents per litre,117.0,Newfoundland and Labrador,Regular
2015-06,"St. John's, Newfoundland and Labrador",Cents per litre,123.2,Newfoundland and Labrador,Regular
2015-07,"St. John's, Newfoundland and Labrador",Cents per litre,121.9,Newfoundland and Labrador,Regular
2015-08,"St. John's, Newfoundland and Labrador",Cents per litre,113.8,Newfoundland and Labrador,Regular
2015-09,"St. John's, Newfoundland and Labrador",Cents per litre,106.9,Newfoundland and Labrador,Regular
2015-10,"St. John's, Newfoundland and Labrador",Cents per litre,103.2,Newfoundland and Labrador,Regular
2015-11,"St. John's, Newfoundland and Labrador",Cents per litre,103.1,Newfoundland and Labrador,Regular
2015-12,"St. John's, Newfoundland and Labrador",Cents per litre,98.0,Newfoundland and Labrador,Regular
2016-01,"St. John's, Newfoundland and Labrador",Cents per litre,93.0,Newfoundland and Labrador,Regular
2016-02,"St. John's, Newfoundland and Labrador",Cents per litre,89.7,Newfoundland and Labrador,Regular
2016-03,"St. John's, Newfoundland and Labrador",Cents per litre,89.3,Newfoundland and Labrador,Regular
2016-04,"St. John's, Newfoundland and Labrador",Cents per litre,101.5,Newfoundland and Labrador,Regular
2016-05,"St. John's, Newfoundland and Labrador",Cents per litre,104.3,Newfoundland and Labrador,Regular
2016-06,"St. John's, Newfoundland and Labrador",Cents per litre,126.2,Newfoundland and Labrador,Regular
2016-07,"St. John's, Newfoundland and Labrador",Cents per litre,121.7,Newfoundland and Labrador,Regular
2016-08,"St. John's, Newfoundland and Labrador",Cents per litre,122.8,Newfoundland and Labrador,Regular
2016-09,"St. John's, Newfoundland and Labrador",Cents per litre,127.4,Newfoundland and Labrador,Regular
2016-10,"St. John's, Newfoundland and Labrador",Cents per litre,130.7,Newfoundland and Labrador,Regular
2016-11,"St. John's, Newfoundland and Labrador",Cents per litre,127.8,Newfoundland and Labrador,Regular
2016-12,"St. John's, Newfoundland and Labrador",Cents per litre,130.1,Newfoundland and Labrador,Regular
2017-01,"St. John's, Newfoundland and Labrador",Cents per litre,137.5,Newfoundland and Labrador,Regular
2017-02,"St. John's, Newfoundland and Labrador",Cents per litre,130.7,Newfoundland and Labrador,Regular
2017-03,"St. John's, Newfoundland and Labrador",Cents per litre,126.6,Newfoundland and Labrador,Regular
2017-04,"St. John's, Newfoundland and Labrador",Cents per litre,133.8,Newfoundland and Labrador,Regular
2017-05,"St. John's, Newfoundland and Labrador",Cents per litre,129.5,Newfoundland and Labrador,Regular
2017-06,"St. John's, Newfoundland and Labrador",Cents per litre,113.5,Newfoundland and Labrador,Regular
2017-07,"St. John's, Newfoundland and Labrador",Cents per litre,112.1,Newfoundland and Labrador,Regular
2017-08,"St. John's, Newfoundland and Labrador",Cents per litre,116.2,Newfoundland and Labrador,Regular
2017-09,"St. John's, Newfoundland and Labrador",Cents per litre,125.7,Newfoundland and Labrador,Regular
2017-10,"St. John's, Newfoundland and Labrador",Cents per litre,120.0,Newfoundland and Labrador,Regular
2017-11,"St. John's, Newfoundland and Labrador",Cents per litre,126.8,Newfoundland and Labrador,Regular
2017-12,"St. John's, Newfoundland and Labrador",Cents per litre,118.0,Newfoundland and Labrador,Regular
2018-01,"St. John's, Newfoundland and Labrador",Cents per litre,120.3,Newfoundland and Labrador,Regular
2018-02,"St. John's, Newfoundland and Labrador",Cents per litre,121.8,Newfoundland and Labrador,Regular
2018-03,"St. John's, Newfoundland and Labrador",Cents per litre,122.1,Newfoundland and Labrador,Regular
2018-04,"St. John's, Newfoundland and Labrador",Cents per litre,131.0,Newfoundland and Labrador,Regular
2018-05,"St. John's, Newfoundland and Labrador",Cents per litre,137.1,Newfoundland and Labrador,Regular
2018-06,"St. John's, Newfoundland and Labrador",Cents per litre,134.3,Newfoundland and Labrador,Regular
2018-07,"St. John's, Newfoundland and Labrador",Cents per litre,134.9,Newfoundland and Labrador,Regular
2018-08,"St. John's, Newfoundland and Labrador",Cents per litre,132.5,Newfoundland and Labrador,Regular
2018-09,"St. John's, Newfoundland and Labrador",Cents per litre,131.2,Newfoundland and Labrador,Regular
2018-10,"St. John's, Newfoundland and Labrador",Cents per litre,131.2,Newfoundland and Labrador,Regular
2018-11,"St. John's, Newfoundland and Labrador",Cents per litre,118.6,Newfoundland and Labrador,Regular
2018-12,"St. John's, Newfoundland and Labrador",Cents per litre,109.7,Newfoundland and Labrador,Regular
2019-01,"St. John's, Newfoundland and Labrador",Cents per litre,107.3,Newfoundland and Labrador,Regular
2019-02,"St. John's, Newfoundland and Labrador",Cents per litre,113.1,Newfoundland and Labrador,Regular
2019-03,"St. John's, Newfoundland and Labrador",Cents per litre,122.8,Newfoundland and Labrador,Regular
2019-04,"St. John's, Newfoundland and Labrador",Cents per litre,131.6,Newfoundland and Labrador,Regular
2019-05,"St. John's, Newfoundland and Labrador",Cents per litre,131.1,Newfoundland and Labrador,Regular
2019-06,"St. John's, Newfoundland and Labrador",Cents per litre,120.2,Newfoundland and Labrador,Regular
2019-07,"St. John's, Newfoundland and Labrador",Cents per litre,128.3,Newfoundland and Labrador,Regular
2019-08,"St. John's, Newfoundland and Labrador",Cents per litre,123.4,Newfoundland and Labrador,Regular
2019-09,"St. John's, Newfoundland and Labrador",Cents per litre,121.4,Newfoundland and Labrador,Regular
2019-10,"St. John's, Newfoundland and Labrador",Cents per litre,121.2,Newfoundland and Labrador,Regular
2019-11,"St. John's, Newfoundland and Labrador",Cents per litre,122.0,Newfoundland and Labrador,Regular
2019-12,"St. John's, Newfoundland and Labrador",Cents per litre,121.9,Newfoundland and Labrador,Regular
2020-01,"St. John's, Newfoundland and Labrador",Cents per litre,123.6,Newfoundland and Labrador,Regular
2020-02,"St. John's, Newfoundland and Labrador",Cents per litre,120.2,Newfoundland and Labrador,Regular
2020-03,"St. John's, Newfoundland and Labrador",Cents per litre,101.4,Newfoundland and Labrador,Regular
2020-04,"St. John's, Newfoundland and Labrador",Cents per litre,81.3,Newfoundland and Labrador,Regular
2020-05,"St. John's, Newfoundland and Labrador",Cents per litre,91.5,Newfoundland and Labrador,Regular
2020-06,"St. John's, Newfoundland and Labrador",Cents per litre,102.9,Newfoundland and Labrador,Regular
2020-07,"St. John's, Newfoundland and Labrador",Cents per litre,107.2,Newfoundland and Labrador,Regular
2020-08,"St. John's, Newfoundland and Labrador",Cents per litre,106.7,Newfoundland and Labrador,Regular
2020-09,"St. John's, Newfoundland and Labrador",Cents per litre,106.6,Newfoundland and Labrador,Regular
2020-10,"St. John's, Newfoundland and Labrador",Cents per litre,110.3,Newfoundland and Labrador,Regular
2020-11,"St. John's, Newfoundland and Labrador",Cents per litre,112.0,Newfoundland and Labrador,Regular
2020-12,"St. John's, Newfoundland and Labrador",Cents per litre,117.0,Newfoundland and Labrador,Regular
2021-01,"St. John's, Newfoundland and Labrador",Cents per litre,124.8,Newfoundland and Labrador,Regular
2021-02,"St. John's, Newfoundland and Labrador",Cents per litre,130.8,Newfoundland and Labrador,Regular
2021-03,"St. John's, Newfoundland and Labrador",Cents per litre,141.6,Newfoundland and Labrador,Regular
2021-04,"St. John's, Newfoundland and Labrador",Cents per litre,141.2,Newfoundland and Labrador,Regular
2021-05,"St. John's, Newfoundland and Labrador",Cents per litre,143.5,Newfoundland and Labrador,Regular
2021-06,"St. John's, Newfoundland and Labrador",Cents per litre,145.0,Newfoundland and Labrador,Regular
2021-07,"St. John's, Newfoundland and Labrador",Cents per litre,153.4,Newfoundland and Labrador,Regular
2021-08,"St. John's, Newfoundland and Labrador",Cents per litre,151.9,Newfoundland and Labrador,Regular
2021-09,"St. John's, Newfoundland and Labrador",Cents per litre,153.8,Newfoundland and Labrador,Regular
2021-10,"St. John's, Newfoundland and Labrador",Cents per litre,160.2,Newfoundland and Labrador,Regular
2021-11,"St. John's, Newfoundland and Labrador",Cents per litre,159.1,Newfoundland and Labrador,Regular
2021-12,"St. John's, Newfoundland and Labrador",Cents per litre,151.7,Newfoundland and Labrador,Regular
2022-01,"St. John's, Newfoundland and Labrador",Cents per litre,159.2,Newfoundland and Labrador,Regular
2022-02,"St. John's, Newfoundland and Labrador",Cents per litre,170.9,Newfoundland and Labrador,Regular
2022-03,"St. John's, Newfoundland and Labrador",Cents per litre,187.8,Newfoundland and Labrador,Regular
2022-04,"St. John's, Newfoundland and Labrador",Cents per litre,189.9,Newfoundland and Labrador,Regular
2022-05,"St. John's, Newfoundland and Labrador",Cents per litre,215.5,Newfoundland and Labrador,Regular
2022-06,"St. John's, Newfoundland and Labrador",Cents per litre,219.7,Newfoundland and Labrador,Regular
2022-07,"St. John's, Newfoundland and Labrador",Cents per litre,200.4,Newfoundland and Labrador,Regular
2022-08,"St. John's, Newfoundland and Labrador",Cents per litre,184.3,Newfoundland and Labrador,Regular
2022-09,"St. John's, Newfoundland and Labrador",Cents per litre,166.8,Newfoundland and Labrador,Regular
2022-10,"St. John's, Newfoundland and Labrador",Cents per litre,180.1,Newfoundland and Labrador,Regular
2022-11,"St. John's, Newfoundland and Labrador",Cents per litre,181.2,Newfoundland and Labrador,Regular
2022-12,"St. John's, Newfoundland and Labrador",Cents per litre,157.8,Newfoundland and Labrador,Regular
2023-01,"St. John's, Newfoundland and Labrador",Cents per litre,165.5,Newfoundland and Labrador,Regular
2023-02,"St. John's, Newfoundland and Labrador",Cents per litre,166.1,Newfoundland and Labrador,Regular
2023-03,"St. John's, Newfoundland and Labrador",Cents per litre,165.1,Newfoundland and Labrador,Regular
2023-04,"St. John's, Newfoundland and Labrador",Cents per litre,174.3,Newfoundland and Labrador,Regular
2023-05,"St. John's, Newfoundland and Labrador",Cents per litre,165.5,Newfoundland and Labrador,Regular
2023-06,"St. John's, Newfoundland and Labrador",Cents per litre,168.4,Newfoundland and Labrador,Regular
2023-07,"St. John's, Newfoundland and Labrador",Cents per litre,174.8,Newfoundland and Labrador,Regular
2023-08,"St. John's, Newfoundland and Labrador",Cents per litre,188.0,Newfoundland and Labrador,Regular
2023-09,"St. John's, Newfoundland and Labrador",Cents per litre,190.0,Newfoundland and Labrador,Regular
2023-10,"St. John's, Newfoundland and Labrador",Cents per litre,173.9,Newfoundland and Labrador,Regular
2023-11,"St. John's, Newfoundland and Labrador",Cents per litre,168.3,Newfoundland and Labrador,Regular
2023-12,"St. John's, Newfoundland and Labrador",Cents per litre,163.0,Newfoundland and Labrador,Regular
2024-01,"St. John's, Newfoundland and Labrador",Cents per litre,161.2,Newfoundland and Labrador,Regular
2024-02,"St. John's, Newfoundland and Labrador",Cents per litre,168.4,Newfoundland and Labrador,Regular
2024-03,"St. John's, Newfoundland and Labrador",Cents per litre,173.5,Newfoundland and Labrador,Regular
2024-04,"St. John's, Newfoundland and Labrador",Cents per litre,188.4,Newfoundland and Labrador,Regular
2024-05,"St. John's, Newfoundland and Labrador",Cents per litre,185.1,Newfoundland and Labrador,Regular
2024-06,"St. John's, Newfoundland and Labrador",Cents per litre,177.2,Newfoundland and Labrador,Regular
2024-07,"St. John's, Newfoundland and Labrador",Cents per litre,180.8,Newfoundland and Labrador,Regular
2014-03,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,137.7,Prince Edward Island,Regular
2014-04,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,137.8,Prince Edward Island,Regular
2014-05,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,139.4,Prince Edward Island,Regular
2014-06,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,138.8,Prince Edward Island,Regular
2014-07,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,136.5,Prince Edward Island,Regular
2014-08,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,134.0,Prince Edward Island,Regular
2014-09,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,133.1,Prince Edward Island,Regular
2014-10,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,129.8,Prince Edward Island,Regular
2014-11,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,117.5,Prince Edward Island,Regular
2014-12,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,104.9,Prince Edward Island,Regular
2015-01,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,91.5,Prince Edward Island,Regular
2015-02,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,100.2,Prince Edward Island,Regular
2015-03,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,107.3,Prince Edward Island,Regular
2015-04,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,105.2,Prince Edward Island,Regular
2015-05,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,112.9,Prince Edward Island,Regular
2015-06,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,118.7,Prince Edward Island,Regular
2015-07,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,119.1,Prince Edward Island,Regular
2015-08,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,113.8,Prince Edward Island,Regular
2015-09,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,103.6,Prince Edward Island,Regular
2015-10,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,100.2,Prince Edward Island,Regular
2015-11,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,98.0,Prince Edward Island,Regular
2015-12,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,97.5,Prince Edward Island,Regular
2016-01,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,93.1,Prince Edward Island,Regular
2016-02,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,86.7,Prince Edward Island,Regular
2016-03,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,88.2,Prince Edward Island,Regular
2016-04,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,99.9,Prince Edward Island,Regular
2016-05,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,103.2,Prince Edward Island,Regular
2016-06,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,104.7,Prince Edward Island,Regular
2016-07,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,98.4,Prince Edward Island,Regular
2016-08,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,96.4,Prince Edward Island,Regular
2016-09,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,100.4,Prince Edward Island,Regular
2016-10,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,105.6,Prince Edward Island,Regular
2016-11,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,103.2,Prince Edward Island,Regular
2016-12,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,105.3,Prince Edward Island,Regular
2017-01,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,112.9,Prince Edward Island,Regular
2017-02,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,105.8,Prince Edward Island,Regular
2017-03,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,104.6,Prince Edward Island,Regular
2017-04,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,110.3,Prince Edward Island,Regular
2017-05,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,106.8,Prince Edward Island,Regular
2017-06,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,105.8,Prince Edward Island,Regular
2017-07,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,102.4,Prince Edward Island,Regular
2017-08,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,106.9,Prince Edward Island,Regular
2017-09,"Charlottetown and Summerside, Prince Edward Island",Cents per litre,114.8,Prince Edward Island,Regular
